order_id,order_date,product_name,farmer_location,buyer_location,weather_condition,packaging_type,is_organic,farmer_experience_years,unit_price,quantity,discount_applied,total_price,payment_method,shipping_distance_km,delivery_days,order_status,has_complaint,complaint_escalated
33735,2024-08-14,Potato,Malaybalay City,Tandag City,Sunny,Premium Vacuum,0,20,114.02,43,623.3,4279.56,Bank Transfer,192.71,4,Approved,0,0
33736,2025-01-03,Mango,General Luna,Davao City,Sunny,Standard,0,5,118.94,48,0.0,5709.12,Bank Transfer,309.78,2,Approved,0,0
33737,2024-05-22,Coconut,Tubod,Koronadal City,Sunny,Premium Vacuum,0,8,36.4,49,0.0,1783.6,COD,421.44,3,Approved,0,0
33738,2024-09-15,Potato,Cebu,Ilocos,Rainy,Bulk Sacks,0,11,113.01,416,8574.14,38438.02,COD,1213.8,9,Rejected,0,0
33739,2024-11-04,Rice,Cagdianao,Baguio,Rainy,Eco-Friendly,0,17,57.13,50,0.0,2856.5,Bank Transfer,1284.9,7,Approved,0,0
33740,2026-02-23,Coffee Beans,Claver,Placer,Rainy,Standard,0,13,445.88,45,0.0,20064.6,COD,21.18,1,Cancelled,0,0
33741,2024-01-04,Eggplant,Butuan City,Barobo,Rainy,Eco-Friendly,0,2,46.99,55,0.0,2584.45,Online,99.89,1,Approved,0,0
33742,2024-12-09,Banana,Iloilo,Pampanga,Cloudy,Standard,1,9,88.72,47,0.0,4169.84,Bank Transfer,623.22,2,Approved,0,0
33743,2025-10-28,Coffee Beans,San Jose,Basilisa,Sunny,Premium Vacuum,1,2,403.9,49,0.0,19791.1,COD,14.27,1,Rejected,0,0
33744,2025-08-24,Pineapple,Davao City,Mainit,Sunny,Premium Vacuum,0,14,85.0,61,870.42,4314.58,E-Wallet,352.01,4,Approved,0,0
33745,2026-05-05,Banana,Bacolod,Valencia City,Rainy,Standard,0,4,49.04,55,0.0,2697.2,COD,471.14,4,Approved,0,0
33746,2025-04-22,Coffee Beans,Cagayan de Oro City,Mati City,Cloudy,Standard,1,1,480.92,45,0.0,21641.4,Crypto,316.58,2,Cancelled,0,0
33747,2024-09-23,Corn,Cantilan,Burgos,Typhoon,Standard,0,10,68.18,36,375.19,2079.29,COD,109.84,6,Approved,0,0
33748,2024-12-22,Cacao,San Francisco,Carmen,Typhoon,Standard,0,10,482.96,29,0.0,14005.84,Online,108.57,4,Approved,0,0
33749,2024-08-22,Corn,Bacolod,Valencia City,Sunny,Standard,0,18,47.53,34,0.0,1616.02,COD,499.16,4,Approved,0,0
33750,2025-04-27,Cacao,Bayugan City,Cebu,Rainy,Eco-Friendly,0,3,328.07,33,0.0,10826.31,Online,310.58,1,Cancelled,0,0
33751,2025-04-08,Potato,Basilisa,Iloilo,Sunny,Standard,0,9,87.63,44,0.0,3855.72,Online,391.09,2,Approved,0,0
33752,2024-06-01,Garlic,Pilar,Koronadal City,Sunny,Standard,0,3,111.76,56,0.0,6258.56,COD,473.84,3,Approved,0,0
33753,2024-09-15,Potato,Bohol,Buenavista,Cloudy,Premium Vacuum,0,16,95.93,44,0.0,4220.92,Bank Transfer,192.48,1,Approved,0,0
33754,2026-05-24,Cacao,Surigao City,Cabadbaran City,Sunny,Eco-Friendly,1,5,381.28,56,0.0,21351.68,Online,84.6,1,Cancelled,0,0
33755,2024-12-10,Mango,Baguio,General Luna,Sunny,Standard,0,21,112.17,51,0.0,5720.67,COD,986.43,9,Approved,0,0
33756,2025-02-24,Cacao,Maramag,Tagum City,Sunny,Standard,1,13,448.83,36,0.0,16157.88,Online,102.52,1,Approved,0,0
33757,2026-06-20,Onion,Koronadal City,Koronadal City,Sunny,Standard,0,11,134.58,48,1837.23,4622.61,Crypto,1.0,1,Approved,0,0
33758,2025-10-10,Banana,Bacolod,Prosperidad,Sunny,Standard,0,3,74.59,32,211.16,2175.72,Online,472.81,2,Approved,0,0
33759,2025-02-06,Coconut,Loreto,Pampanga,Cloudy,Eco-Friendly,0,8,32.43,59,0.0,1913.37,COD,852.21,8,Cancelled,0,0
33760,2025-05-29,Potato,Trento,Dipolog City,Rainy,Premium Vacuum,0,19,94.34,41,1562.28,2305.66,COD,313.96,2,Approved,0,0
33761,2025-09-27,Pineapple,Maramag,Cebu,Rainy,Standard,0,11,85.44,52,0.0,4442.88,Crypto,375.47,1,Approved,0,0
33762,2024-06-17,Carrot,Bohol,Bislig City,Sunny,Standard,1,8,113.59,52,0.0,5906.68,Online,367.37,2,Approved,0,0
33763,2024-07-13,Mango,Koronadal City,Zamboanga City,Rainy,Standard,0,5,113.89,42,0.0,4783.38,Online,351.36,3,Approved,0,0
33764,2024-06-27,Carrot,Manila,Cebu,Rainy,Standard,0,7,90.01,49,0.0,4410.49,COD,622.28,3,Approved,0,0
33765,2025-01-08,Cacao,Tubod,Bislig City,Cloudy,Standard,0,7,348.91,41,0.0,14305.31,COD,195.19,1,Approved,0,0
33766,2026-04-04,Cabbage,San Jose,Manila,Typhoon,Premium Vacuum,0,7,88.89,47,0.0,4177.83,COD,862.73,24,Cancelled,0,0
33767,2026-02-17,Rice,Koronadal City,Hinatuan,Sunny,Standard,0,11,43.6,51,218.43,2005.17,COD,300.42,4,Cancelled,0,0
33768,2026-05-24,Garlic,Libjo,Bacolod,Sunny,Standard,1,19,141.2,49,56.19,6862.61,COD,362.32,2,Rejected,0,0
33769,2024-03-09,Carrot,Del Carmen,Cebu,Rainy,Standard,0,7,68.46,47,0.0,3217.62,COD,294.15,2,Rejected,0,0
33770,2025-02-06,Carrot,Koronadal City,San Francisco,Sunny,Eco-Friendly,0,10,65.52,56,0.0,3669.12,E-Wallet,282.24,2,Approved,0,0
33771,2024-12-15,Coffee Beans,Nueva Ecija,Ilocos,Sunny,Premium Vacuum,0,3,346.6,43,0.0,14903.8,COD,280.52,2,Approved,0,0
33772,2025-04-16,Cabbage,San Jose,Nasipit,Sunny,Standard,0,9,62.36,52,0.0,3242.72,E-Wallet,142.02,2,Approved,0,0
33773,2025-01-05,Garlic,Cebu,Mati City,Rainy,Standard,0,20,159.59,51,0.0,8139.09,Crypto,527.95,4,Approved,0,0
33774,2025-07-03,Coconut,Cantilan,San Jose,Rainy,Bulk Sacks,0,8,43.04,439,0.0,18894.56,Bank Transfer,105.02,1,Cancelled,0,0
33775,2025-06-23,Pineapple,Mati City,Cagdianao,Sunny,Eco-Friendly,0,1,101.64,37,0.0,3760.68,Crypto,489.85,5,Approved,0,0
33776,2024-07-31,Coffee Beans,San Francisco,Cebu,Rainy,Premium Vacuum,1,16,378.74,39,0.0,14770.86,COD,340.13,1,Approved,0,0
33777,2024-02-22,Cacao,Nasipit,Koronadal City,Rainy,Standard,0,1,362.8,40,0.0,14512.0,COD,326.97,3,Approved,0,0
33778,2024-12-09,Rice,Tubod,Bislig City,Rainy,Premium Vacuum,1,9,72.26,30,153.76,2014.04,E-Wallet,214.39,2,Approved,0,0
33779,2024-09-08,Coffee Beans,Pilar,Mati City,Sunny,Premium Vacuum,0,12,281.24,61,0.0,17155.64,Bank Transfer,386.98,2,Rejected,0,0
33780,2025-04-02,Banana,Cagayan de Oro City,Bislig City,Sunny,Standard,0,2,48.89,26,0.0,1271.14,COD,218.04,3,Approved,0,0
33781,2024-07-15,Eggplant,Valencia City,Pampanga,Cloudy,Standard,0,7,74.19,41,0.0,3041.79,COD,1108.31,16,Approved,0,0
33782,2025-06-04,Corn,Claver,Madrid,Rainy,Standard,0,10,41.43,44,0.0,1822.92,Online,53.37,1,Approved,0,0
33783,2026-06-23,Corn,Digos City,Mati City,Sunny,Premium Vacuum,0,13,44.78,51,326.82,1956.96,E-Wallet,120.03,1,Approved,0,0
33784,2024-12-09,Garlic,Cagdianao,Batangas,Sunny,Standard,0,22,151.31,44,1257.87,5399.77,COD,725.17,4,Rejected,0,0
33785,2025-10-27,Banana,Lianga,Hinatuan,Sunny,Bulk Sacks,0,6,69.72,437,0.0,30467.64,Online,40.67,1,Approved,0,0
33786,2024-09-06,Cacao,Butuan City,Claver,Cloudy,Premium Vacuum,0,14,235.77,54,0.0,12731.58,COD,79.89,1,Approved,0,0
33787,2025-10-20,Coffee Beans,Pampanga,Digos City,Sunny,Standard,0,6,315.88,39,0.0,12319.32,Online,1216.69,6,Rejected,0,0
33788,2025-07-18,Potato,Cagayan de Oro City,Loreto,Sunny,Standard,0,9,110.19,38,236.07,3951.15,COD,296.72,1,Cancelled,0,0
33789,2025-03-06,Cacao,Trento,Pilar,Sunny,Standard,0,7,357.24,30,0.0,10717.2,Crypto,219.78,3,Approved,0,0
33790,2024-09-27,Banana,Madrid,Carmen,Cloudy,Standard,0,10,69.66,48,0.0,3343.68,Online,97.54,1,Approved,0,0
33791,2024-05-09,Tomato,Libjo,San Francisco,Rainy,Standard,0,22,91.99,46,0.0,4231.54,Online,213.81,3,Approved,0,0
33792,2025-02-14,Carrot,Mati City,Surigao City,Typhoon,Premium Vacuum,1,5,111.98,34,0.0,3807.32,COD,381.49,5,Cancelled,0,0
33793,2025-08-18,Garlic,General Luna,Dipolog City,Sunny,Standard,0,4,105.82,52,638.04,4864.6,COD,399.27,4,Approved,0,0
33794,2025-11-24,Mango,Barobo,Tagum City,Sunny,Standard,0,4,114.14,59,643.09,6091.17,COD,133.08,2,Approved,0,0
33795,2026-05-19,Cabbage,Koronadal City,Buenavista,Sunny,Premium Vacuum,0,8,69.23,43,0.0,2976.89,Online,342.5,1,Approved,0,0
33796,2025-01-01,Onion,Pampanga,Batangas,Cloudy,Eco-Friendly,1,11,241.07,34,0.0,8196.38,E-Wallet,185.75,2,Approved,0,0
33797,2025-07-13,Rice,Valencia City,Tagum City,Rainy,Standard,0,6,51.28,53,0.0,2717.84,E-Wallet,111.0,1,Approved,0,0
33798,2026-06-19,Coconut,Baguio,Cagayan de Oro City,Sunny,Standard,0,7,38.05,62,0.0,2359.1,Online,1236.27,14,Approved,0,0
33799,2025-04-06,Mango,Maramag,Tandag City,Rainy,Eco-Friendly,0,3,140.6,38,0.0,5342.8,E-Wallet,219.1,1,Approved,0,0
33800,2026-05-15,Coffee Beans,Cagdianao,Zamboanga City,Rainy,Bulk Sacks,0,16,344.28,474,0.0,163188.72,COD,638.33,6,Rejected,0,0
33801,2025-01-16,Coffee Beans,Koronadal City,Digos City,Rainy,Premium Vacuum,1,8,511.89,41,0.0,20987.49,COD,73.95,2,Approved,0,0
33802,2025-05-07,Garlic,Surigao City,General Santos City,Sunny,Premium Vacuum,0,2,111.39,47,0.0,5235.33,COD,519.75,7,Cancelled,0,0
33803,2025-10-10,Pineapple,Lianga,Barobo,Sunny,Standard,0,11,78.77,50,659.61,3278.89,COD,12.77,2,Approved,0,0
33804,2024-01-01,Cabbage,Malaybalay City,Placer,Sunny,Standard,0,8,60.52,58,0.0,3510.16,COD,234.98,1,Cancelled,0,0
33805,2025-11-13,Banana,San Jose,Cantilan,Sunny,Standard,1,25,82.24,49,0.0,4029.76,COD,115.13,1,Rejected,0,0
33806,2026-05-16,Onion,Butuan City,Leyte,Sunny,Eco-Friendly,0,7,135.96,49,0.0,6662.04,E-Wallet,310.03,5,Approved,0,0
33807,2024-10-31,Mango,Cagayan de Oro City,Loreto,Rainy,Standard,0,9,104.13,49,0.0,5102.37,Online,282.49,4,Approved,1,0
33808,2025-05-19,Pineapple,Batangas,General Luna,Sunny,Bulk Sacks,0,7,114.29,455,15197.48,36804.47,Crypto,863.33,9,Approved,0,0
33809,2025-11-13,Cabbage,General Santos City,Cagayan de Oro City,Rainy,Eco-Friendly,0,7,69.87,54,0.0,3772.98,Online,333.61,1,Approved,0,0
33810,2026-06-26,Garlic,Maramag,Batangas,Rainy,Bulk Sacks,1,8,141.45,459,0.0,64925.55,COD,949.14,12,Cancelled,0,0
33811,2024-05-26,Carrot,Mati City,Basilisa,Sunny,Premium Vacuum,0,12,88.58,49,0.0,4340.42,E-Wallet,383.01,7,Approved,0,0
33812,2026-01-02,Coffee Beans,Mainit,Placer,Cloudy,Standard,0,6,406.74,49,0.0,19930.26,COD,21.13,1,Cancelled,0,0
33813,2025-05-12,Cacao,Ilocos,Bayugan City,Cloudy,Premium Vacuum,0,7,299.87,50,0.0,14993.5,E-Wallet,1265.82,7,Approved,0,0
33814,2025-09-14,Rice,Batangas,Bicol,Rainy,Standard,0,8,60.6,32,1022.54,916.66,E-Wallet,290.07,2,Cancelled,0,0
33815,2024-01-30,Eggplant,Leyte,Cagdianao,Sunny,Eco-Friendly,0,5,50.2,54,0.0,2710.8,E-Wallet,124.07,1,Cancelled,0,0
33816,2025-03-06,Cacao,Zamboanga City,Cantilan,Sunny,Standard,0,15,330.43,53,2631.08,14881.71,COD,573.97,5,Approved,0,0
33817,2024-06-02,Banana,Tubod,Hinatuan,Typhoon,Standard,0,2,80.03,45,0.0,3601.35,COD,177.95,2,Approved,0,0
33818,2025-05-15,Rice,Hinatuan,Pilar,Rainy,Standard,0,3,40.89,48,0.0,1962.72,E-Wallet,223.23,1,Approved,0,0
33819,2026-01-06,Coconut,Hinatuan,Claver,Sunny,Standard,1,1,50.36,57,0.0,2870.52,COD,167.71,1,Cancelled,0,0
33820,2025-10-02,Garlic,Trento,General Luna,Sunny,Eco-Friendly,0,4,127.96,52,2558.87,4095.05,COD,225.01,4,Approved,0,0
33821,2024-11-09,Banana,Surigao City,Mati City,Sunny,Eco-Friendly,0,11,64.44,53,0.0,3415.32,Bank Transfer,373.96,3,Approved,0,0
33822,2025-11-10,Mango,Madrid,Manila,Typhoon,Standard,0,4,151.08,49,0.0,7402.92,Online,858.23,20,Approved,0,0
33823,2024-03-18,Coffee Beans,Digos City,Cebu,Cloudy,Standard,0,17,445.92,36,0.0,16053.12,Bank Transfer,465.86,1,Approved,0,0
33824,2026-01-05,Coffee Beans,Dipolog City,Zamboanga City,Rainy,Standard,0,18,400.89,52,0.0,20846.28,COD,258.43,1,Cancelled,0,0
33825,2025-06-13,Coffee Beans,Pilar,Cebu,Rainy,Standard,0,6,319.45,54,0.0,17250.3,Online,295.25,2,Approved,0,0
33826,2024-12-26,Carrot,Dipolog City,Batangas,Sunny,Standard,1,15,94.25,34,0.0,3204.5,COD,669.8,3,Cancelled,0,0
33827,2024-05-15,Tomato,Surigao City,Pampanga,Sunny,Standard,0,2,83.8,51,0.0,4273.8,Crypto,885.29,5,Approved,0,0
33828,2026-03-28,Banana,Surigao City,Madrid,Sunny,Bulk Sacks,0,16,43.55,570,1713.67,23109.83,COD,90.22,1,Approved,0,0
33829,2025-02-25,Cacao,Buenavista,Del Carmen,Cloudy,Eco-Friendly,0,5,344.4,45,0.0,15498.0,COD,152.41,1,Rejected,0,0
33830,2024-09-16,Carrot,Basilisa,Tubod,Drought,Standard,0,11,118.67,40,607.11,4139.69,E-Wallet,74.92,1,Approved,0,0
33831,2024-01-04,Cabbage,Claver,Cebu,Sunny,Standard,0,5,58.36,65,0.0,3793.4,Online,271.93,1,Approved,0,0
33832,2025-02-03,Coffee Beans,General Santos City,General Luna,Typhoon,Standard,0,6,552.98,45,0.0,24884.1,Online,447.61,9,Approved,0,0
33833,2025-08-18,Potato,Cebu,Davao City,Sunny,Standard,0,15,107.24,47,0.0,5040.28,E-Wallet,557.92,3,Approved,0,0
33834,2025-07-25,Eggplant,Pilar,Cantilan,Rainy,Standard,0,15,72.4,42,0.0,3040.8,COD,70.18,1,Approved,0,0
33835,2024-03-26,Coconut,Maramag,Koronadal City,Sunny,Standard,0,3,34.17,43,0.0,1469.31,Online,176.04,1,Approved,0,0
33836,2024-08-21,Coffee Beans,Placer,Placer,Sunny,Standard,0,3,279.81,63,0.0,17628.03,COD,1.0,1,Rejected,0,0
33837,2025-08-29,Cabbage,Pilar,Mati City,Cloudy,Eco-Friendly,0,9,88.02,50,0.0,4401.0,COD,409.52,4,Cancelled,0,0
33838,2025-01-13,Cacao,Gingoog City,Gingoog City,Sunny,Eco-Friendly,0,4,373.55,36,0.0,13447.8,COD,1.0,1,Approved,0,0
33839,2025-02-18,Onion,Surigao City,Iloilo,Sunny,Standard,0,13,172.36,57,0.0,9824.52,COD,455.75,5,Approved,0,0
33840,2024-09-08,Corn,Mainit,Gingoog City,Sunny,Premium Vacuum,0,9,46.79,64,677.66,2316.9,Online,113.87,1,Cancelled,0,0
33841,2024-10-06,Potato,Madrid,Hinatuan,Sunny,Standard,0,13,98.82,50,0.0,4941.0,COD,130.97,1,Approved,0,0
33842,2026-05-31,Banana,Cagdianao,Bayugan City,Drought,Standard,0,12,76.63,42,0.0,3218.46,COD,143.47,2,Approved,0,0
33843,2024-09-24,Rice,Lianga,Mainit,Cloudy,Standard,0,8,61.8,47,0.0,2904.6,E-Wallet,148.28,4,Approved,0,0
33844,2025-03-20,Eggplant,Ilocos,Cagayan de Oro City,Sunny,Standard,1,6,73.71,50,416.93,3268.57,COD,1300.92,9,Approved,0,0
33845,2026-04-28,Cabbage,Nueva Ecija,General Luna,Rainy,Premium Vacuum,0,30,58.51,55,0.0,3218.05,E-Wallet,991.48,8,Approved,0,0
33846,2025-11-11,Coconut,Manila,Tubod,Sunny,Premium Vacuum,1,12,64.66,38,0.0,2457.08,COD,928.76,6,Approved,0,0
33847,2024-12-31,Mango,Cantilan,Mati City,Typhoon,Standard,0,8,163.39,38,0.0,6208.82,E-Wallet,348.82,3,Rejected,0,0
33848,2026-01-13,Onion,Pagadian City,Libjo,Sunny,Standard,1,17,231.16,30,709.56,6225.24,E-Wallet,388.96,1,Approved,0,0
33849,2024-09-12,Garlic,Cagdianao,Trento,Rainy,Premium Vacuum,0,3,123.78,47,0.0,5817.66,E-Wallet,231.85,3,Approved,0,0
33850,2025-12-01,Banana,Tandag City,Carmen,Sunny,Bulk Sacks,0,5,65.11,497,10948.1,21411.57,COD,122.01,1,Cancelled,0,0
33851,2026-03-13,Pineapple,Hinatuan,Bacolod,Sunny,Standard,0,12,117.0,48,0.0,5616.0,COD,548.12,3,Approved,0,0
33852,2024-05-03,Corn,Pampanga,Cantilan,Sunny,Standard,0,11,38.58,45,0.0,1736.1,Bank Transfer,1104.09,8,Approved,0,0
33853,2025-05-18,Cacao,Libjo,Koronadal City,Rainy,Standard,0,7,304.07,58,0.0,17636.06,COD,551.25,3,Cancelled,0,0
33854,2026-01-06,Tomato,Malaybalay City,Mainit,Cloudy,Standard,0,13,64.17,53,0.0,3401.01,E-Wallet,206.44,3,Approved,0,0
33855,2024-07-30,Garlic,Tandag City,San Francisco,Sunny,Premium Vacuum,1,2,138.37,59,0.0,8163.83,COD,76.57,1,Approved,0,0
33856,2024-06-15,Cacao,San Francisco,Valencia City,Rainy,Standard,1,7,338.83,48,0.0,16263.84,Online,139.05,1,Approved,0,0
33857,2026-06-03,Banana,Libjo,Digos City,Sunny,Eco-Friendly,1,6,78.22,56,0.0,4380.32,E-Wallet,495.22,6,Approved,0,0
33858,2024-01-19,Tomato,Valencia City,Lianga,Sunny,Standard,0,10,66.01,46,0.0,3036.46,E-Wallet,157.5,3,Approved,0,0
33859,2025-11-10,Banana,Pagadian City,Surigao City,Rainy,Standard,0,11,67.47,52,903.71,2604.73,Bank Transfer,407.22,2,Approved,0,0
33860,2025-03-17,Mango,General Santos City,Maramag,Sunny,Standard,0,12,147.97,43,0.0,6362.71,Bank Transfer,236.37,3,Approved,0,0
33861,2026-03-22,Rice,Pilar,Barobo,Sunny,Standard,1,2,51.4,49,0.0,2518.6,COD,166.32,3,Approved,0,0
33862,2026-04-21,Coffee Beans,Barobo,Mainit,Drought,Bulk Sacks,0,27,484.63,428,0.0,207421.64,COD,180.79,1,Rejected,0,0
33863,2025-09-15,Cacao,Digos City,Butuan City,Sunny,Bulk Sacks,0,9,239.88,563,50469.09,84583.35,COD,255.79,1,Cancelled,0,0
33864,2024-10-24,Pineapple,Burgos,Surigao City,Sunny,Standard,0,15,85.65,60,0.0,5139.0,E-Wallet,80.49,1,Approved,0,0
33865,2025-08-31,Garlic,Baguio,Maramag,Drought,Standard,0,7,154.04,49,0.0,7547.96,Online,1314.17,14,Approved,0,0
33866,2024-05-16,Coconut,Tagum City,Manila,Sunny,Standard,0,5,34.22,55,0.0,1882.1,Bank Transfer,1035.14,10,Cancelled,0,0
33867,2024-07-15,Tomato,Maramag,Claver,Cloudy,Bulk Sacks,0,3,98.33,471,0.0,46313.43,Online,257.5,1,Cancelled,0,0
33868,2024-08-21,Carrot,Valencia City,Loreto,Rainy,Standard,0,12,88.99,44,0.0,3915.56,Crypto,309.42,2,Approved,0,0
33869,2025-04-13,Coconut,Pilar,Buenavista,Sunny,Standard,0,4,31.8,53,0.0,1685.4,COD,128.22,1,Approved,0,0
33870,2024-01-15,Banana,Pagadian City,Trento,Sunny,Standard,0,8,57.93,42,561.21,1871.85,COD,381.68,3,Approved,0,0
33871,2026-03-18,Cabbage,General Luna,Nueva Ecija,Sunny,Standard,0,15,56.88,65,0.0,3697.2,COD,900.41,9,Cancelled,0,0
33872,2024-01-24,Mango,Cagayan de Oro City,Mainit,Sunny,Premium Vacuum,0,5,125.46,49,0.0,6147.54,E-Wallet,213.43,2,Approved,0,0
33873,2026-02-09,Banana,Koronadal City,Baguio,Rainy,Standard,0,11,55.39,52,0.0,2880.28,Online,1370.65,7,Cancelled,0,0
33874,2024-04-27,Corn,Mainit,Loreto,Rainy,Eco-Friendly,0,6,37.81,41,348.53,1201.68,Bank Transfer,111.25,2,Approved,0,0
33875,2024-10-09,Corn,Tandag City,Ilocos,Drought,Standard,0,3,59.06,28,0.0,1653.68,COD,1353.41,10,Cancelled,0,0
33876,2024-01-10,Mango,Loreto,Libjo,Drought,Eco-Friendly,1,7,207.51,34,0.0,7055.34,COD,20.48,1,Approved,0,0
33877,2025-12-12,Cabbage,Koronadal City,Pagadian City,Sunny,Standard,0,31,61.65,45,556.58,2217.67,E-Wallet,253.41,3,Approved,0,0
33878,2026-01-19,Corn,Bicol,General Santos City,Cloudy,Standard,1,13,41.78,50,217.28,1871.72,E-Wallet,947.74,8,Approved,0,0
33879,2025-06-27,Potato,General Santos City,General Santos City,Sunny,Bulk Sacks,1,16,134.64,362,0.0,48739.68,COD,1.0,3,Cancelled,0,0
33880,2024-03-08,Onion,Carmen,Carmen,Sunny,Standard,0,3,165.55,40,0.0,6622.0,COD,1.0,1,Approved,0,0
33881,2024-10-28,Cacao,Ilocos,Hinatuan,Sunny,Premium Vacuum,1,15,356.09,51,0.0,18160.59,Online,1491.14,9,Approved,0,0
33882,2024-01-02,Coconut,Hinatuan,Bohol,Rainy,Standard,1,19,51.26,41,0.0,2101.66,COD,368.79,4,Cancelled,0,0
33883,2025-03-05,Cabbage,Pagadian City,Dapa,Drought,Standard,0,5,78.91,52,0.0,4103.32,COD,408.87,10,Approved,0,0
33884,2025-07-19,Banana,Cagdianao,Tubod,Sunny,Premium Vacuum,0,4,65.83,62,979.73,3101.73,COD,53.27,1,Approved,0,0
33885,2024-05-28,Carrot,Bacolod,Madrid,Sunny,Bulk Sacks,0,4,79.3,503,6728.99,33158.91,COD,379.0,5,Approved,0,0
33886,2025-04-23,Tomato,Cebu,Gingoog City,Sunny,Premium Vacuum,0,16,87.43,67,962.5,4895.31,COD,252.7,1,Approved,0,0
33887,2026-01-18,Tomato,Digos City,Manila,Rainy,Standard,0,38,62.75,61,764.18,3063.57,E-Wallet,1200.77,11,Rejected,0,0
33888,2024-12-26,Onion,Valencia City,Ilocos,Sunny,Bulk Sacks,0,6,181.78,450,0.0,81801.0,COD,1379.16,7,Rejected,0,0
33889,2026-04-18,Coconut,Lianga,Mati City,Cloudy,Standard,0,15,36.61,47,0.0,1720.67,COD,206.6,3,Approved,0,0
33890,2026-02-08,Onion,Digos City,General Santos City,Sunny,Standard,0,9,164.1,46,0.0,7548.6,Crypto,83.16,1,Approved,0,0
33891,2024-05-19,Eggplant,Del Carmen,Iloilo,Rainy,Standard,0,7,71.6,47,0.0,3365.2,COD,495.83,3,Approved,0,0
33892,2024-08-23,Coconut,Nasipit,Koronadal City,Sunny,Standard,1,7,63.05,49,0.0,3089.45,COD,358.24,1,Approved,0,0
33893,2024-04-19,Onion,Basilisa,Basilisa,Cloudy,Standard,0,6,137.58,47,0.0,6466.26,COD,1.0,1,Cancelled,0,0
33894,2025-06-13,Banana,Libjo,Prosperidad,Sunny,Standard,0,11,52.93,55,1267.69,1643.46,Online,197.32,4,Approved,0,0
33895,2024-04-20,Garlic,Cagayan de Oro City,Davao City,Sunny,Standard,0,2,117.16,45,0.0,5272.2,COD,209.21,1,Cancelled,0,0
33896,2024-12-09,Coffee Beans,Placer,Pilar,Sunny,Eco-Friendly,0,21,367.17,46,0.0,16889.82,E-Wallet,83.67,1,Cancelled,0,0
33897,2025-07-06,Coconut,San Francisco,Lianga,Sunny,Standard,0,5,41.97,47,150.17,1822.42,COD,22.89,2,Approved,0,0
33898,2025-06-08,Onion,Cabadbaran City,General Luna,Sunny,Standard,0,5,113.24,62,0.0,7020.88,COD,114.57,1,Rejected,0,0
33899,2025-12-06,Mango,Dipolog City,Baguio,Sunny,Standard,0,1,105.22,51,0.0,5366.22,COD,1035.06,6,Cancelled,0,0
33900,2026-01-24,Pineapple,Dapa,Pampanga,Rainy,Eco-Friendly,0,4,107.26,57,0.0,6113.82,E-Wallet,897.22,5,Approved,0,0
33901,2026-04-10,Potato,Tubod,Pagadian City,Typhoon,Standard,0,5,104.36,49,0.0,5113.64,E-Wallet,305.81,5,Approved,0,0
33902,2025-05-04,Rice,Tandag City,Batangas,Rainy,Eco-Friendly,0,3,41.24,49,177.45,1843.31,COD,792.42,6,Approved,0,0
33903,2024-12-15,Garlic,Tagum City,Davao City,Cloudy,Standard,1,5,202.46,48,0.0,9718.08,COD,59.53,1,Approved,0,0
33904,2024-11-20,Garlic,Cagdianao,Cagdianao,Rainy,Eco-Friendly,0,5,142.52,29,0.0,4133.08,COD,1.0,1,Approved,0,0
33905,2025-02-27,Garlic,Tagum City,Mainit,Sunny,Standard,0,7,155.38,44,0.0,6836.72,Bank Transfer,293.79,4,Approved,0,0
33906,2024-05-04,Banana,Cebu,Cagdianao,Sunny,Standard,0,14,49.14,54,0.0,2653.56,COD,193.92,1,Approved,1,0
33907,2026-01-27,Corn,Burgos,Baguio,Sunny,Bulk Sacks,0,32,34.52,510,0.0,17605.2,COD,1065.3,7,Cancelled,0,0
33908,2026-04-14,Coconut,Pilar,San Jose,Rainy,Eco-Friendly,0,6,31.78,62,618.29,1352.07,COD,76.71,1,Approved,0,0
33909,2024-04-15,Potato,Libjo,Dipolog City,Sunny,Eco-Friendly,1,5,103.38,46,0.0,4755.48,E-Wallet,331.78,2,Approved,0,0
33910,2024-06-05,Garlic,General Luna,Placer,Drought,Premium Vacuum,0,3,145.57,38,1612.73,3918.93,E-Wallet,79.99,1,Approved,0,0
33911,2024-05-19,Corn,Cantilan,Burgos,Sunny,Bulk Sacks,0,4,42.64,500,0.0,21320.0,E-Wallet,104.83,1,Approved,0,0
33912,2024-06-24,Eggplant,Butuan City,Cebu,Sunny,Standard,0,2,68.37,42,0.0,2871.54,COD,267.47,1,Approved,0,0
33913,2024-09-24,Pineapple,Claver,Trento,Sunny,Premium Vacuum,0,9,86.35,66,0.0,5699.1,Online,225.25,1,Approved,0,0
33914,2024-01-01,Onion,Nueva Ecija,Nueva Ecija,Sunny,Standard,0,10,179.33,45,0.0,8069.85,COD,1.0,1,Cancelled,0,0
33915,2024-12-11,Coffee Beans,Pagadian City,Tubod,Rainy,Standard,1,8,505.21,38,0.0,19197.98,COD,377.58,6,Cancelled,0,0
33916,2024-06-02,Pineapple,Iloilo,Bayugan City,Typhoon,Standard,0,15,169.6,35,0.0,5936.0,Crypto,506.91,7,Cancelled,0,0
33917,2025-08-07,Coffee Beans,Leyte,Koronadal City,Rainy,Standard,1,11,333.22,55,0.0,18327.1,COD,574.05,2,Cancelled,0,0
