order_id,order_date,product_name,farmer_location,buyer_location,unit_price,quantity,total_price,payment_method,delivery_days,order_status,has_complaint,complaint_escalated
21183,2025-07-17,Corn,Surigao del Norte,Manila,41.52,14,581.28,Online,9,Approved,0,0
21184,2025-03-16,Garlic,General Santos,Davao,124.34,52,6465.68,COD,6,Approved,0,0
21185,2025-08-12,Cabbage,Cagayan de Oro,Cagayan de Oro,72.91,59,4301.69,COD,3,Approved,0,0
21186,2025-12-19,Cabbage,Pampanga,Cagayan de Oro,63.88,60,3832.8,COD,6,Approved,0,0
21187,2025-01-04,Cabbage,Iloilo,Cebu,72.31,54,3904.74,COD,2,Approved,0,0
21188,2026-01-19,Banana,Agusan del Norte,Baguio,56.39,40,2255.6,Online,4,Approved,0,0
21189,2026-04-03,Cabbage,Cagayan de Oro,Manila,74.78,23,1719.94,Online,12,Rejected,0,0
21190,2025-02-03,Onion,Cebu,General Santos,143.32,38,5446.16,COD,12,Approved,1,1
21191,2025-01-26,Corn,Pampanga,Surigao del Norte,40.73,53,2158.69,Online,8,Approved,0,0
21192,2026-01-11,Banana,Manila,Iloilo,64.11,47,3013.17,COD,11,Approved,0,0
21193,2025-02-11,Rice,Cagayan de Oro,Agusan del Sur,49.91,17,848.47,Online,14,Approved,1,0
21194,2026-01-29,Mango,Cagayan de Oro,Davao,196.07,8,1568.56,COD,3,Approved,0,0
21195,2026-01-27,Banana,Iloilo,Zamboanga,57.74,27,1558.98,Bank Transfer,2,Approved,0,0
21196,2025-11-05,Mango,Surigao del Sur,Baguio,164.68,34,5599.12,COD,14,Rejected,0,0
21197,2025-11-18,Tomato,Zamboanga,Baguio,79.5,73,5803.5,COD,2,Approved,0,0
21198,2025-08-19,Onion,Cebu,Pampanga,160.62,46,7388.52,COD,10,Approved,0,0
21199,2025-08-23,Carrot,Cagayan de Oro,Surigao del Sur,74.71,36,2689.56,COD,11,Approved,1,0
21200,2025-09-18,Cabbage,Dinagat Islands,Dinagat Islands,68.55,11,754.05,Online,2,Approved,0,0
21201,2026-01-12,Rice,Agusan del Sur,Surigao del Sur,54.96,41,2253.36,COD,1,Approved,0,0
21202,2025-12-02,Banana,General Santos,Pampanga,56.2,43,2416.6,COD,8,Approved,1,0
21203,2025-04-11,Carrot,Surigao del Sur,Manila,73.52,25,1838.0,Online,1,Approved,0,0
21204,2025-04-16,Cabbage,Baguio,Cebu,51.67,29,1498.43,COD,3,Approved,1,1
21205,2026-01-26,Banana,Manila,Cebu,57.65,33,1902.45,COD,4,Approved,0,0
21206,2025-04-12,Tomato,Surigao del Norte,Iloilo,76.8,88,6758.4,Bank Transfer,10,Rejected,0,0
21207,2025-09-19,Rice,Iloilo,Pampanga,51.39,36,1850.04,COD,7,Approved,0,0
21208,2025-01-27,Onion,Surigao del Norte,Iloilo,161.79,20,3235.8,Online,3,Approved,0,0
21209,2026-01-15,Corn,Iloilo,Cagayan de Oro,43.22,90,3889.8,COD,1,Approved,0,0
21210,2025-12-22,Mango,Batangas,Cagayan de Oro,176.22,6,1057.32,Online,1,Approved,0,0
21211,2025-10-15,Rice,Manila,General Santos,53.47,10,534.7,Online,14,Approved,1,0
21212,2026-02-15,Mango,Agusan del Norte,Butuan,195.29,26,5077.54,Online,3,Approved,0,0
21213,2025-12-13,Tomato,Dinagat Islands,Dinagat Islands,85.83,79,6780.57,COD,1,Approved,0,0
21214,2025-11-07,Corn,Agusan del Norte,Cagayan de Oro,38.16,13,496.08,COD,6,Approved,0,0
21215,2026-02-07,Rice,Davao,Zamboanga,53.84,26,1399.84,Online,10,Approved,1,0
21216,2025-06-10,Onion,Surigao del Sur,Dinagat Islands,141.92,61,8657.12,COD,8,Approved,0,0
21217,2025-06-18,Garlic,Surigao del Norte,Cebu,137.5,45,6187.5,COD,5,Approved,0,0
21218,2025-03-30,Tomato,Pampanga,Batangas,72.49,42,3044.58,Online,14,Approved,1,1
21219,2025-06-09,Rice,Cebu,Agusan del Norte,51.11,37,1891.07,COD,4,Rejected,0,0
21220,2025-05-24,Cabbage,Agusan del Sur,Agusan del Sur,76.24,45,3430.8,Online,1,Approved,0,0
21221,2026-01-02,Mango,Davao,Iloilo,177.83,23,4090.09,COD,3,Approved,0,0
21222,2025-06-16,Rice,Zamboanga,Manila,46.54,52,2420.08,COD,5,Approved,0,0
21223,2025-03-15,Carrot,Iloilo,Cebu,75.6,51,3855.6,Online,2,Rejected,0,0
21224,2025-06-21,Mango,Agusan del Sur,Iloilo,165.35,22,3637.7,Bank Transfer,1,Rejected,0,0
21225,2026-02-06,Garlic,Dinagat Islands,Pampanga,140.03,96,13442.88,Online,12,Approved,0,0
21226,2026-01-08,Banana,Iloilo,Batangas,57.63,79,4552.77,COD,2,Approved,0,0
21227,2026-02-13,Rice,Davao,Cagayan de Oro,49.89,22,1097.58,COD,4,Approved,0,0
21228,2025-06-05,Carrot,General Santos,Surigao del Sur,81.52,28,2282.56,COD,8,Approved,1,0
21229,2026-02-17,Tomato,Cagayan de Oro,Cagayan de Oro,81.29,87,7072.23,COD,1,Approved,0,0
21230,2025-07-01,Carrot,Surigao del Sur,Cagayan de Oro,75.85,62,4702.7,COD,9,Approved,1,0
21231,2026-01-18,Cabbage,Surigao del Sur,Dinagat Islands,74.02,40,2960.8,Bank Transfer,14,Approved,0,0
21232,2025-04-14,Cabbage,Agusan del Norte,Batangas,69.06,77,5317.62,COD,3,Approved,0,0
21233,2025-06-03,Corn,Cagayan de Oro,Davao,42.15,35,1475.25,Online,9,Approved,0,0
21234,2025-06-01,Mango,Agusan del Sur,Batangas,182.44,35,6385.4,COD,11,Approved,0,0
21235,2025-12-29,Carrot,Iloilo,Surigao del Norte,78.13,61,4765.93,COD,1,Rejected,0,0
21236,2025-03-25,Onion,Butuan,Dinagat Islands,157.89,29,4578.81,COD,14,Approved,0,0
21237,2025-02-28,Banana,Iloilo,Batangas,55.9,22,1229.8,Online,13,Approved,0,0
21238,2025-03-21,Onion,Agusan del Sur,Surigao del Sur,153.4,66,10124.4,COD,8,Approved,0,0
21239,2025-05-01,Tomato,Cebu,Zamboanga,81.67,54,4410.18,COD,1,Approved,0,0
21240,2025-03-17,Corn,Surigao del Sur,Davao,36.27,38,1378.26,COD,12,Approved,1,0
21241,2026-01-03,Mango,Agusan del Sur,Zamboanga,189.27,35,6624.45,Online,13,Rejected,0,0
21242,2025-10-24,Banana,Cagayan de Oro,Butuan,54.78,77,4218.06,COD,14,Approved,0,0
21243,2025-08-27,Garlic,Baguio,Manila,118.86,16,1901.76,COD,6,Approved,0,0
21244,2025-12-10,Rice,Butuan,Davao,54.03,44,2377.32,Bank Transfer,10,Approved,1,0
21245,2026-01-14,Cabbage,General Santos,Iloilo,70.82,29,2053.78,COD,3,Approved,0,0
21246,2025-12-05,Garlic,Pampanga,Dinagat Islands,124.76,53,6612.28,Online,5,Approved,0,0
21247,2025-02-05,Mango,Dinagat Islands,Iloilo,173.42,29,5029.18,COD,5,Approved,0,0
21248,2025-08-03,Carrot,Zamboanga,General Santos,82.81,98,8115.38,COD,1,Approved,0,0
21249,2025-06-05,Mango,Batangas,Baguio,178.61,35,6251.35,COD,10,Approved,1,0
21250,2025-11-27,Cabbage,Davao,Davao,66.43,25,1660.75,Bank Transfer,1,Approved,0,0
21251,2025-02-15,Garlic,Baguio,Zamboanga,139.0,42,5838.0,COD,4,Approved,1,0
21252,2025-12-14,Tomato,Iloilo,Butuan,80.93,11,890.23,COD,13,Rejected,0,0
21253,2026-01-20,Banana,Agusan del Norte,Baguio,63.01,46,2898.46,COD,11,Approved,0,0
21254,2025-06-19,Mango,Butuan,Butuan,171.16,39,6675.24,COD,1,Approved,0,0
21255,2025-10-20,Tomato,Agusan del Norte,Batangas,75.07,51,3828.57,COD,9,Approved,0,0
21256,2026-02-01,Carrot,Pampanga,Agusan del Norte,74.87,28,2096.36,COD,6,Approved,0,0
21257,2026-04-29,Corn,Cagayan de Oro,Batangas,41.47,66,2737.02,COD,7,Approved,0,0
21258,2025-06-19,Cabbage,General Santos,Agusan del Sur,70.76,84,5943.84,COD,1,Approved,0,0
21259,2026-04-12,Mango,Iloilo,Agusan del Norte,87.85,20,1757.0,COD,12,Rejected,0,0
21260,2025-02-11,Rice,Davao,Butuan,48.05,43,2066.15,COD,9,Approved,1,0
21261,2026-01-20,Corn,Zamboanga,Dinagat Islands,40.1,31,1243.1,COD,1,Approved,0,0
21262,2025-02-03,Onion,Iloilo,Pampanga,154.9,64,9913.6,Online,7,Approved,0,0
21263,2026-03-05,Corn,Baguio,Batangas,39.61,34,1346.74,Online,1,Rejected,0,0
21264,2026-02-27,Cabbage,Cagayan de Oro,Dinagat Islands,75.86,91,6903.26,Bank Transfer,11,Rejected,0,0
21265,2025-12-22,Corn,Baguio,Dinagat Islands,37.34,93,3472.62,Bank Transfer,3,Approved,0,0
21266,2025-04-04,Corn,Batangas,Pampanga,42.95,62,2662.9,COD,1,Approved,0,0
21267,2025-12-30,Rice,General Santos,Surigao del Sur,53.3,63,3357.9,COD,12,Approved,1,0
21268,2025-06-17,Rice,Cebu,Zamboanga,49.0,73,3577.0,COD,3,Rejected,0,0
21269,2025-06-29,Cabbage,Pampanga,Zamboanga,66.04,20,1320.8,COD,9,Rejected,0,0
21270,2025-12-10,Corn,Agusan del Norte,Cebu,42.46,37,1571.02,Bank Transfer,2,Approved,0,0
21271,2025-12-14,Carrot,Manila,Iloilo,72.33,77,5569.41,Online,2,Approved,0,0
21272,2025-07-13,Mango,Dinagat Islands,Cagayan de Oro,167.33,23,3848.59,Online,2,Approved,0,0
21273,2026-02-19,Carrot,Zamboanga,General Santos,78.64,24,1887.36,Online,2,Approved,0,0
21274,2026-01-18,Corn,Butuan,General Santos,39.69,25,992.25,COD,9,Approved,0,0
21275,2026-01-10,Onion,Pampanga,Cebu,158.33,59,9341.47,Online,12,Approved,1,0
21276,2025-10-05,Rice,Manila,Batangas,49.6,79,3918.4,COD,13,Approved,0,0
21277,2025-09-18,Rice,Davao,Surigao del Sur,45.08,33,1487.64,COD,6,Rejected,0,0
21278,2026-02-03,Mango,Baguio,Surigao del Sur,191.51,43,8234.93,COD,3,Approved,0,0
21279,2025-04-25,Rice,Agusan del Norte,Cagayan de Oro,46.4,28,1299.2,COD,11,Approved,1,0
21280,2025-05-05,Onion,Zamboanga,Butuan,162.21,76,12327.96,Bank Transfer,6,Approved,0,0
21281,2025-12-30,Rice,Agusan del Norte,Pampanga,45.82,13,595.66,COD,8,Approved,0,0
21282,2026-03-20,Mango,Surigao del Sur,Manila,95.34,168,16017.12,Bank Transfer,3,Approved,0,0
21283,2025-12-02,Corn,Baguio,Dinagat Islands,40.73,80,3258.4,Online,5,Approved,0,0
21284,2025-05-01,Cabbage,Batangas,Iloilo,70.0,29,2030.0,COD,11,Approved,1,0
21285,2026-04-19,Garlic,Dinagat Islands,Baguio,127.23,88,11196.24,COD,11,Cancelled,0,0
21286,2025-05-01,Tomato,Cebu,Surigao del Norte,81.63,54,4408.02,COD,13,Approved,0,0
21287,2025-03-12,Cabbage,Iloilo,Zamboanga,69.75,62,4324.5,Online,5,Approved,0,0
21288,2026-04-23,Garlic,Iloilo,Agusan del Sur,133.37,69,9202.53,Online,7,Approved,0,0
21289,2026-01-12,Onion,Cagayan de Oro,Surigao del Norte,146.51,87,12746.37,Online,4,Approved,0,0
21290,2025-06-24,Rice,Agusan del Sur,Baguio,54.56,98,5346.88,COD,4,Approved,0,0
21291,2025-11-07,Cabbage,Manila,Davao,64.59,91,5877.69,Online,6,Rejected,0,0
21292,2025-08-18,Garlic,Agusan del Norte,Batangas,138.52,17,2354.84,COD,5,Approved,0,0
21293,2025-10-24,Onion,Cebu,General Santos,164.97,37,6103.89,Online,2,Approved,0,0
21294,2025-04-16,Cabbage,Agusan del Sur,Agusan del Norte,74.85,52,3892.2,Online,8,Approved,0,0
21295,2026-04-13,Corn,Pampanga,Iloilo,38.04,68,2586.72,COD,10,Approved,1,0
21296,2026-03-10,Onion,Pampanga,Cebu,136.9,34,4654.6,COD,5,Approved,1,0
21297,2026-02-01,Onion,Dinagat Islands,Surigao del Sur,159.4,89,14186.6,COD,12,Cancelled,0,0
21298,2026-03-27,Banana,Pampanga,Butuan,64.22,21,1348.62,COD,7,Approved,0,0
21299,2025-05-17,Corn,Cebu,Agusan del Sur,39.1,91,3558.1,COD,2,Approved,0,0
21300,2025-07-09,Carrot,Zamboanga,Manila,84.3,50,4215.0,COD,10,Rejected,0,0
21301,2025-06-11,Carrot,Pampanga,Davao,78.08,84,6558.72,Online,11,Approved,1,0
21302,2025-08-28,Cabbage,Cebu,Iloilo,71.94,11,791.34,COD,14,Approved,0,0
21303,2025-05-27,Banana,Surigao del Sur,Surigao del Sur,55.94,65,3636.1,COD,3,Approved,0,0
21304,2026-02-14,Mango,Batangas,Iloilo,177.62,23,4085.26,COD,5,Approved,0,0
21305,2025-06-13,Banana,Surigao del Norte,Surigao del Sur,55.31,21,1161.51,COD,5,Approved,0,0
21306,2025-10-12,Banana,Agusan del Norte,Cagayan de Oro,58.4,38,2219.2,Online,12,Approved,1,0
21307,2026-03-19,Banana,Cebu,Davao,56.52,46,2599.92,Online,12,Approved,0,0
21308,2025-05-25,Mango,Davao,Davao,94.19,47,4426.93,COD,1,Approved,0,0
21309,2025-08-18,Cabbage,General Santos,Butuan,68.36,18,1230.48,Online,6,Approved,0,0
21310,2025-05-03,Onion,Zamboanga,Butuan,159.15,89,14164.35,Online,14,Approved,0,0
21311,2025-03-30,Rice,Dinagat Islands,General Santos,47.38,28,1326.64,COD,5,Approved,0,0
21312,2025-02-12,Carrot,Pampanga,Butuan,82.97,78,6471.66,Online,14,Approved,0,0
21313,2025-03-28,Onion,Cebu,Cagayan de Oro,154.8,44,6811.2,Online,8,Rejected,0,0
21314,2025-11-18,Corn,Cebu,Manila,38.45,47,1807.15,COD,7,Approved,0,0
21315,2026-04-09,Carrot,Pampanga,Manila,86.79,18,1562.22,COD,7,Approved,0,0
21316,2025-09-13,Cabbage,Manila,Agusan del Norte,67.82,25,1695.5,COD,1,Approved,0,0
21317,2026-01-25,Mango,Manila,Cebu,167.45,15,2511.75,COD,5,Approved,0,0
21318,2025-11-01,Rice,Iloilo,Batangas,47.46,95,4508.7,Online,6,Approved,0,0
21319,2026-01-17,Onion,Iloilo,Surigao del Norte,157.61,26,4097.86,COD,1,Approved,0,0
21320,2025-06-08,Mango,Agusan del Sur,Pampanga,181.33,13,2357.29,COD,13,Approved,1,0
21321,2026-02-28,Onion,Dinagat Islands,Surigao del Norte,162.64,24,3903.36,COD,4,Approved,0,0
21322,2026-03-04,Onion,Pampanga,Surigao del Norte,141.33,51,7207.83,Bank Transfer,7,Approved,0,0
21323,2025-11-08,Corn,Surigao del Sur,Cagayan de Oro,38.67,10,386.7,COD,14,Rejected,0,0
21324,2026-01-16,Banana,Butuan,Surigao del Norte,65.93,30,1977.9,Online,10,Approved,0,0
21325,2025-09-01,Onion,Manila,General Santos,159.08,43,6840.44,COD,4,Approved,0,0
21326,2026-01-13,Rice,Surigao del Norte,Agusan del Sur,50.44,33,1664.52,Online,1,Rejected,0,0
21327,2025-05-19,Cabbage,Agusan del Norte,Agusan del Norte,71.1,45,3199.5,COD,3,Approved,0,0
21328,2025-05-08,Rice,Pampanga,Agusan del Norte,45.22,77,3481.94,COD,10,Approved,1,1
21329,2026-04-03,Cabbage,Davao,Butuan,69.19,24,1660.56,COD,7,Approved,0,0
21330,2025-03-14,Cabbage,Davao,Pampanga,75.63,36,2722.68,COD,10,Approved,1,0
21331,2025-06-02,Onion,Zamboanga,Iloilo,162.73,33,5370.09,COD,8,Approved,1,1
21332,2025-02-03,Cabbage,Agusan del Sur,Baguio,71.23,69,4914.87,Bank Transfer,5,Approved,0,0
21333,2026-02-09,Mango,Manila,Manila,196.05,27,5293.35,COD,3,Approved,0,0
21334,2025-10-29,Garlic,Dinagat Islands,Zamboanga,130.68,82,10715.76,Online,10,Approved,1,1
21335,2025-08-01,Carrot,Manila,Manila,72.9,44,3207.6,COD,3,Approved,0,0
21336,2025-03-14,Carrot,Batangas,Cebu,83.86,47,3941.42,COD,11,Approved,1,1
21337,2025-10-28,Mango,Butuan,Butuan,171.11,32,5475.52,COD,1,Approved,0,0
21338,2025-09-07,Tomato,Surigao del Norte,Agusan del Norte,74.52,64,4769.28,COD,13,Approved,1,0
21339,2026-03-08,Corn,Iloilo,Zamboanga,41.79,18,752.22,COD,13,Approved,0,0
21340,2026-04-18,Tomato,Cagayan de Oro,Cebu,79.12,45,3560.4,COD,9,Approved,0,0
21341,2026-03-02,Banana,Agusan del Norte,Pampanga,60.53,73,4418.69,COD,2,Approved,0,0
21342,2025-10-21,Mango,Cebu,Iloilo,197.19,41,8084.79,Online,13,Rejected,0,0
21343,2025-02-24,Rice,Batangas,Cebu,45.17,60,2710.2,COD,1,Approved,0,0
21344,2026-02-06,Corn,Cagayan de Oro,Cebu,41.31,40,1652.4,COD,9,Approved,0,0
21345,2025-08-06,Rice,Baguio,Manila,49.6,61,3025.6,COD,13,Approved,0,0
21346,2025-05-25,Garlic,Manila,Zamboanga,136.73,33,4512.09,Online,3,Rejected,0,0
21347,2025-06-24,Rice,Surigao del Norte,Agusan del Sur,52.65,97,5107.05,COD,14,Approved,0,0
21348,2025-08-11,Rice,Manila,Cagayan de Oro,53.14,78,4144.92,COD,3,Approved,0,0
21349,2026-03-14,Carrot,Iloilo,Cagayan de Oro,85.73,65,5572.45,Online,2,Approved,0,0
21350,2026-02-24,Mango,Manila,Baguio,196.49,42,8252.58,COD,3,Approved,0,0
21351,2025-09-14,Garlic,Surigao del Norte,Butuan,140.74,11,1548.14,COD,4,Rejected,0,0
21352,2025-08-20,Corn,Cagayan de Oro,Iloilo,42.06,58,2439.48,Online,11,Approved,1,0
21353,2025-07-22,Cabbage,Cagayan de Oro,Batangas,72.67,27,1962.09,Online,11,Approved,0,0
21354,2025-08-22,Banana,Butuan,General Santos,63.6,85,5406.0,COD,8,Approved,1,0
21355,2026-02-04,Corn,Surigao del Norte,Butuan,39.48,49,1934.52,Online,4,Approved,0,0
21356,2025-11-10,Mango,Zamboanga,Dinagat Islands,176.03,17,2992.51,COD,5,Approved,1,0
21357,2025-04-07,Garlic,Zamboanga,Dinagat Islands,135.3,62,8388.6,Bank Transfer,3,Approved,0,0
21358,2025-02-07,Garlic,Baguio,Manila,120.39,30,3611.7,COD,2,Approved,0,0
21359,2025-09-14,Onion,Iloilo,Surigao del Norte,135.57,91,12336.87,Bank Transfer,5,Approved,0,0
21360,2026-01-21,Corn,Pampanga,Pampanga,40.74,92,3748.08,COD,2,Approved,0,0
21361,2025-06-19,Tomato,Agusan del Sur,Butuan,80.03,16,1280.48,Bank Transfer,7,Rejected,0,0
21362,2026-04-02,Corn,Baguio,Surigao del Norte,36.24,39,1413.36,Online,2,Approved,0,0
21363,2025-11-03,Onion,General Santos,Baguio,142.6,28,3992.8,COD,1,Approved,0,0
21364,2026-01-11,Rice,Baguio,Davao,46.09,70,3226.3,Online,6,Approved,0,0
21365,2025-09-20,Mango,Zamboanga,Surigao del Sur,193.88,47,9112.36,Bank Transfer,9,Approved,0,0
21366,2025-11-19,Banana,Surigao del Sur,Butuan,55.32,53,2931.96,COD,11,Approved,1,1
21367,2025-08-30,Onion,Dinagat Islands,Butuan,156.96,32,5022.72,COD,7,Approved,0,0
21368,2025-01-29,Mango,Davao,Cagayan de Oro,190.29,20,3805.8,COD,10,Approved,0,0
21369,2026-04-14,Mango,Cagayan de Oro,Baguio,95.59,195,18640.05,COD,10,Cancelled,0,0
21370,2025-06-02,Cabbage,Davao,Dinagat Islands,74.33,79,5872.07,Online,9,Approved,1,1
21371,2026-01-14,Mango,Surigao del Sur,Agusan del Norte,176.62,44,7771.28,Online,10,Approved,0,0
21372,2025-07-21,Cabbage,Dinagat Islands,Agusan del Sur,63.17,44,2779.48,COD,6,Approved,0,0
21373,2025-05-10,Mango,Cagayan de Oro,Surigao del Norte,105.39,63,6639.57,COD,13,Approved,1,0
21374,2025-02-02,Tomato,Butuan,Manila,73.77,13,959.01,COD,10,Approved,1,0
21375,2026-04-23,Rice,Manila,Surigao del Sur,46.2,38,1755.6,COD,2,Rejected,0,0
21376,2025-08-02,Cabbage,Iloilo,Davao,75.84,93,7053.12,COD,1,Approved,0,0
21377,2025-04-25,Tomato,Dinagat Islands,Cagayan de Oro,86.75,100,8675.0,Online,1,Approved,0,0
21378,2025-02-22,Banana,Cagayan de Oro,Cagayan de Oro,54.68,53,2898.04,COD,2,Approved,0,0
21379,2025-12-18,Cabbage,Iloilo,Agusan del Sur,63.44,21,1332.24,COD,8,Approved,0,0
21380,2026-04-11,Garlic,Cagayan de Oro,Cebu,126.06,33,4159.98,COD,12,Approved,1,0
21381,2025-11-09,Mango,Batangas,Cebu,172.81,48,8294.88,COD,7,Approved,0,0
21382,2026-04-12,Carrot,Surigao del Norte,Surigao del Norte,82.0,65,5330.0,COD,2,Approved,0,0
21383,2025-10-08,Carrot,Iloilo,Surigao del Norte,77.18,76,5865.68,COD,8,Approved,0,0
21384,2025-07-31,Garlic,Dinagat Islands,Surigao del Sur,135.29,98,13258.42,COD,12,Cancelled,0,0
21385,2025-02-04,Carrot,Dinagat Islands,Zamboanga,74.24,33,2449.92,COD,9,Approved,1,0
21386,2025-09-15,Mango,Zamboanga,Agusan del Sur,172.74,21,3627.54,Online,9,Approved,0,0
21387,2025-07-15,Tomato,Davao,Batangas,76.43,39,2980.77,Online,2,Approved,0,0
21388,2025-03-09,Banana,Iloilo,Manila,63.44,34,2156.96,Bank Transfer,12,Rejected,0,0
21389,2025-06-02,Mango,Dinagat Islands,Agusan del Sur,185.9,35,6506.5,Bank Transfer,11,Approved,0,0
21390,2026-04-25,Banana,Cagayan de Oro,General Santos,57.12,86,4912.32,COD,14,Approved,0,0
21391,2025-05-16,Garlic,Surigao del Sur,Manila,141.68,52,7367.36,Online,8,Approved,0,0
21392,2026-04-24,Tomato,Pampanga,Agusan del Sur,77.67,35,2718.45,COD,8,Approved,1,0
21393,2025-12-10,Corn,Baguio,Pampanga,42.11,58,2442.38,Online,3,Rejected,0,0
21394,2025-04-18,Mango,Dinagat Islands,Zamboanga,96.18,128,12311.04,COD,13,Cancelled,0,0
21395,2026-02-11,Cabbage,Cebu,Cebu,72.62,46,3340.52,COD,3,Approved,0,0
21396,2025-02-24,Banana,Agusan del Sur,Baguio,61.86,67,4144.62,COD,2,Rejected,0,0
21397,2025-02-13,Onion,Dinagat Islands,Zamboanga,152.28,70,10659.6,COD,11,Cancelled,0,0
21398,2025-07-31,Carrot,Davao,Cagayan de Oro,83.82,96,8046.72,COD,3,Approved,0,0
21399,2025-05-25,Garlic,Butuan,Cagayan de Oro,125.31,94,11779.14,Bank Transfer,13,Approved,0,0
21400,2025-04-25,Cabbage,Surigao del Norte,Zamboanga,76.78,21,1612.38,COD,6,Approved,0,0
21401,2025-10-14,Mango,General Santos,Dinagat Islands,187.84,24,4508.16,COD,11,Approved,0,0
21402,2026-04-12,Garlic,Davao,Cagayan de Oro,119.32,46,5488.72,COD,6,Approved,0,0
21403,2025-07-19,Rice,Zamboanga,Pampanga,51.84,21,1088.64,Online,8,Approved,1,0
21404,2025-02-26,Corn,Baguio,Dinagat Islands,41.26,31,1279.06,COD,8,Approved,0,0
21405,2025-03-17,Corn,Manila,General Santos,43.22,45,1944.9,Online,10,Approved,1,1
21406,2025-08-18,Rice,Agusan del Sur,Agusan del Norte,53.8,41,2205.8,COD,5,Approved,0,0
21407,2025-09-21,Mango,Agusan del Sur,Surigao del Sur,180.16,22,3963.52,COD,7,Rejected,0,0
21408,2025-07-27,Onion,Baguio,Davao,147.35,25,3683.75,Bank Transfer,7,Approved,0,0
21409,2025-12-06,Banana,Cagayan de Oro,Manila,59.47,20,1189.4,Online,13,Approved,1,0
21410,2025-05-19,Carrot,Surigao del Sur,Cagayan de Oro,87.02,48,4176.96,COD,2,Approved,0,0
21411,2026-03-12,Carrot,Surigao del Sur,Surigao del Sur,77.32,89,6881.48,COD,2,Approved,0,0
21412,2026-01-01,Tomato,Pampanga,Iloilo,75.38,67,5050.46,Online,13,Approved,0,0
21413,2025-07-28,Garlic,Pampanga,Iloilo,138.12,42,5801.04,Bank Transfer,8,Rejected,0,0
21414,2025-10-05,Carrot,Agusan del Sur,Batangas,87.0,78,6786.0,COD,11,Approved,1,0
21415,2025-08-02,Carrot,Butuan,Cebu,87.29,75,6546.75,Online,9,Approved,1,1
21416,2025-05-21,Rice,Agusan del Sur,Iloilo,50.69,57,2889.33,Bank Transfer,5,Approved,0,0
21417,2025-02-15,Banana,Agusan del Sur,Surigao del Norte,56.58,60,3394.8,COD,5,Approved,0,0
21418,2025-05-16,Mango,Surigao del Norte,Baguio,93.66,179,16765.14,COD,9,Cancelled,0,0
21419,2025-12-08,Onion,Surigao del Norte,Pampanga,139.67,40,5586.8,COD,7,Approved,0,0
21420,2026-02-13,Banana,Davao,Surigao del Sur,63.85,88,5618.8,Bank Transfer,8,Approved,0,0
21421,2025-04-27,Tomato,Cagayan de Oro,Agusan del Sur,86.99,61,5306.39,Online,3,Approved,0,0
21422,2025-07-22,Tomato,Surigao del Norte,Dinagat Islands,82.77,42,3476.34,Online,8,Approved,0,0
21423,2025-12-01,Mango,Agusan del Sur,Butuan,188.17,12,2258.04,COD,13,Rejected,0,0
21424,2026-01-10,Cabbage,Pampanga,Cebu,72.55,55,3990.25,Bank Transfer,8,Approved,0,0
21425,2026-04-24,Cabbage,General Santos,Surigao del Sur,65.6,84,5510.4,COD,2,Approved,0,0
21426,2025-12-12,Mango,Davao,Cagayan de Oro,173.6,7,1215.2,COD,1,Approved,0,0
21427,2025-06-24,Cabbage,Iloilo,Iloilo,63.82,16,1021.12,COD,1,Approved,0,0
21428,2026-04-17,Corn,Manila,Pampanga,41.12,52,2138.24,COD,13,Approved,0,0
21429,2025-11-16,Rice,Butuan,Davao,48.04,85,4083.4,COD,1,Approved,0,0
21430,2025-10-29,Banana,Davao,Cebu,63.2,63,3981.6,Online,12,Approved,0,0
21431,2025-08-11,Tomato,Surigao del Sur,Manila,76.27,83,6330.41,Online,8,Approved,0,0
21432,2025-05-12,Banana,Surigao del Norte,Agusan del Sur,55.52,28,1554.56,COD,13,Approved,0,0
21433,2025-10-28,Onion,Batangas,Cagayan de Oro,149.48,93,13901.64,COD,4,Approved,0,0
21434,2025-11-20,Garlic,Zamboanga,Zamboanga,118.84,33,3921.72,Online,3,Approved,0,0
21435,2025-11-25,Mango,Surigao del Sur,Baguio,177.41,24,4257.84,COD,13,Rejected,0,0
21436,2025-07-31,Banana,Iloilo,Baguio,64.87,25,1621.75,COD,4,Approved,1,0
21437,2025-05-23,Corn,Manila,Iloilo,37.9,76,2880.4,COD,8,Approved,1,0
21438,2025-03-31,Banana,Davao,Surigao del Sur,54.78,22,1205.16,COD,8,Approved,0,0
21439,2025-04-01,Onion,Batangas,Baguio,153.99,45,6929.55,Online,5,Rejected,0,0
21440,2025-11-11,Carrot,General Santos,Cebu,72.01,32,2304.32,COD,10,Approved,0,0
21441,2025-05-17,Tomato,Zamboanga,Butuan,73.38,41,3008.58,Bank Transfer,4,Approved,0,0
21442,2025-03-14,Carrot,Dinagat Islands,Batangas,79.93,57,4556.01,COD,12,Approved,1,0
21443,2025-06-29,Onion,Zamboanga,Davao,151.18,87,13152.66,COD,11,Cancelled,0,0
21444,2025-03-13,Mango,Batangas,Batangas,103.53,189,19567.17,Online,2,Approved,0,0
21445,2025-05-03,Corn,Batangas,Davao,37.01,41,1517.41,Online,1,Approved,0,0
21446,2025-12-30,Rice,Davao,Agusan del Sur,46.44,23,1068.12,Online,10,Approved,0,0
